INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,QSAR_READY_SMILES,MOLECULAR_FORMULA
DTXSID1023784,DSSTox_Substance_Id,DTXSID1023784,Lithium carbonate,DTXCID703784,554-13-2,XGZVUEUWXADBQD-UHFFFAOYSA-L,Dilithium carbonate,[Li+].[Li+].[O-]C([O-])=O,"InChI=1S/CH2O3.2Li/c2-1(3)4;;/h(H2,2,3,4);;/q;2*+1/p-2
",OC(O)=O,CLi2O3
DTXSID8052857,DSSTox_Substance_Id,DTXSID8052857,Linamarin,DTXCID5031268,554-35-8,QLTCHMYAEJEXBT-ZEBDFXRSSA-N,2-(beta-D-Glucopyranosyloxy)-2-methylpropanenitrile,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N,"InChI=1S/C10H17NO6/c1-10(2,4-11)17-9-8(15)7(14)6(13)5(3-12)16-9/h5-9,12-15H,3H2,1-2H3/t5-,6-,7+,8-,9+/m1/s1
","CC(C)(OC1OC(CO)C(O)C(O)C1O)C#N,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N",C10H17NO6
DTXSID2032639,DSSTox_Substance_Id,DTXSID2032639,Pyridate,DTXCID0012639,55512-33-9,JTZCTMAVMHRNTR-UHFFFAOYSA-N,O-(6-Chloro-3-phenylpyridazin-4-yl) S-octyl carbonothioate,CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1,"InChI=1S/C19H23ClN2O2S/c1-2-3-4-5-6-10-13-25-19(23)24-16-14-17(20)21-22-18(16)15-11-8-7-9-12-15/h7-9,11-12,14H,2-6,10,13H2,1H3
",CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1,C19H23ClN2O2S
DTXSID2027202,DSSTox_Substance_Id,DTXSID2027202,"2-Propanol, aluminum salt",DTXCID907202,555-31-7,SMZOGRDCAXLAAR-UHFFFAOYSA-N,Aluminium tripropan-2-olate,[Al+3].CC(C)[O-].CC(C)[O-].CC(C)[O-],"InChI=1S/3C3H7O.Al/c3*1-3(2)4;/h3*3H,1-2H3;/q3*-1;+3
",CC(C)O,C9H21AlO3
DTXSID6044694,DSSTox_Substance_Id,DTXSID6044694,"Benzoic acid, aluminum salt (3:1)",DTXCID4024694,555-32-8,CSJKPFQJIDMSGF-UHFFFAOYSA-K,Aluminium tribenzoate,[Al+3].[O-]C(=O)C1=CC=CC=C1.[O-]C(=O)C1=CC=CC=C1.[O-]C(=O)C1=CC=CC=C1,"InChI=1S/3C7H6O2.Al/c3*8-7(9)6-4-2-1-3-5-6;/h3*1-5H,(H,8,9);/q;;;+3/p-3
",OC(=O)C1=CC=CC=C1,C21H15AlO6
DTXSID8047503,DSSTox_Substance_Id,DTXSID8047503,Glyceryl tristearate,DTXCID6027503,555-43-1,DCXXMTOCNZCJGO-UHFFFAOYSA-N,"Propane-1,2,3-triyl trioctadecanoate",CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C57H110O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h54H,4-53H2,1-3H3
",CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,C57H110O6
DTXSID6025565,DSSTox_Substance_Id,DTXSID6025565,"Phenol, p-(methylamino)-, sulfate (2:1) (salt)",DTXCID305565,55-55-0,ZVNPWFOVUDMGRP-UHFFFAOYSA-N,Sulfuric acid--4-(methylamino)phenol (1/2),OS(O)(=O)=O.CNC1=CC=C(O)C=C1.CNC1=CC=C(O)C=C1,"InChI=1S/2C7H9NO.H2O4S/c2*1-8-6-2-4-7(9)5-3-6;1-5(2,3)4/h2*2-5,8-9H,1H3;(H2,1,2,3,4)
",CNC1=CC=C(O)C=C1,C14H20N2O6S
DTXSID2033314,DSSTox_Substance_Id,DTXSID2033314,"1,6-Di(N-p-chlorophenylbiguanidino)hexane",DTXCID0013314,55-56-1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"N,N''''-Hexane-1,6-diylbis[N'-(4-chlorophenyl)triimidodicarbonic diamide]",ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,"InChI=1S/C22H30Cl2N10/c23-15-5-9-17(10-6-15)31-21(27)33-19(25)29-13-3-1-2-4-14-30-20(26)34-22(28)32-18-11-7-16(24)8-12-18/h5-12H,1-4,13-14H2,(H5,25,27,29,31,33)(H5,26,28,30,32,34)
",ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,C22H30Cl2N10
DTXSID0021331,DSSTox_Substance_Id,DTXSID0021331,Tetrakis(hydroxymethyl)phosphonium sulfate,DTXCID001331,55566-30-8,YIEDHPBKGZGLIK-UHFFFAOYSA-L,Bis[tetrakis(hydroxymethyl)phosphanium] sulfate,[O-]S([O-])(=O)=O.OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,"InChI=1S/2C4H12O4P.H2O4S/c2*5-1-9(2-6,3-7)4-8;1-5(2,3)4/h2*5-8H,1-4H2;(H2,1,2,3,4)/q2*+1;/p-2
",OCP(CO)(CO)CO,C8H24O12P2S
DTXSID1030606,DSSTox_Substance_Id,DTXSID1030606,Acesulfame potassium,DTXCID9010606,55589-62-3,WBZFUFAFFUEMEI-UHFFFAOYSA-M,"Potassium 6-methyl-2,2,4-trioxo-2H,4H-1,2lambda~6~,3-oxathiazin-3-ide",[K+].CC1=CC(=O)[N-]S(=O)(=O)O1,"InChI=1S/C4H5NO4S.K/c1-3-2-4(6)5-10(7,8)9-3;/h2H,1H3,(H,5,6);/q;+1/p-1
",CC1=CC(=O)NS(=O)(=O)O1,C4H4KNO4S
DTXSID1021407,DSSTox_Substance_Id,DTXSID1021407,Trinitroglycerin,DTXCID701407,55-63-0,SNIOPGDIGTZGOP-UHFFFAOYSA-N,"Propane-1,2,3-triyl trinitrate",[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,"InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2
",[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,C3H5N3O9
DTXSID4020666,DSSTox_Substance_Id,DTXSID4020666,Glycidol,DTXCID60666,556-52-5,CTKINSOISVBQLD-UHFFFAOYSA-N,(Oxiran-2-yl)methanol,OCC1CO1,"InChI=1/C3H6O2/c4-1-3-2-5-3/h3-4H,1-2H2
",OCC1CO1,C3H6O2
DTXSID2027204,DSSTox_Substance_Id,DTXSID2027204,Methyl isothiocyanate,DTXCID707204,556-61-6,LGDSHSYDSCRFAB-UHFFFAOYSA-N,Isothiocyanatomethane,CN=C=S,"InChI=1S/C2H3NS/c1-3-2-4/h1H3
",CN=C=S,C2H3NS
DTXSID7027205,DSSTox_Substance_Id,DTXSID7027205,Octamethylcyclotetrasiloxane,DTXCID107205,556-67-2,HMMGMWAXVFQUOA-UHFFFAOYSA-N,"2,2,4,4,6,6,8,8-Octamethyl-1,3,5,7,2,4,6,8-tetroxatetrasilocane",C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,"InChI=1S/C8H24O4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h1-8H3
",C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C8H24O4Si4
DTXSID1021453,DSSTox_Substance_Id,DTXSID1021453,C.I. Pigment Yellow 83,DTXCID90809908,5567-15-7,NKXPXRNUMARIMZ-UHFFFAOYSA-N,"2,2'-[(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(diazene-2,1-diyl)]bis[N-(4-chloro-2,5-dimethoxyphenyl)-3-oxobutanamide]",COC1=CC(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC(C(C)=O)C(=O)NC2=CC(OC)=C(Cl)C=C2OC)C(C)=O)=C(OC)C=C1Cl,"InChI=1/C36H32Cl4N6O8/c1-17(47)33(35(49)41-27-15-29(51-3)23(39)13-31(27)53-5)45-43-25-9-7-19(11-21(25)37)20-8-10-26(22(38)12-20)44-46-34(18(2)48)36(50)42-28-16-30(52-4)24(40)14-32(28)54-6/h7-16,33-34H,1-6H3,(H,41,49)(H,42,50)
",COC1=CC(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC(C(C)=O)C(=O)NC2=CC(OC)=C(Cl)C=C2OC)C(C)=O)=C(OC)C=C1Cl,C36H32Cl4N6O8
DTXSID2027206,DSSTox_Substance_Id,DTXSID2027206,3-Methyl-2-buten-1-ol,DTXCID507206,556-82-1,ASUAYTHWZCLXAN-UHFFFAOYSA-N,3-Methylbut-2-en-1-ol,CC(C)=CCO,"InChI=1S/C5H10O/c1-5(2)3-4-6/h3,6H,4H2,1-2H3
",CC(C)=CCO,C5H10O
DTXSID4024222,DSSTox_Substance_Id,DTXSID4024222,Nitroguanidine,DTXCID204222,556-88-7,IDCPFAYURAQKDZ-UHFFFAOYSA-N,N-Nitroguanidine,NC(=N)N[N+]([O-])=O,"InChI=1S/CH4N4O2/c2-1(3)4-5(6)7/h(H4,2,3,4)
",NC(=N)N[N+]([O-])=O,CH4N4O2
DTXSID3047683,DSSTox_Substance_Id,DTXSID3047683,"2,5-Dimethyl-1,4-dithiane-2,5-diol",DTXCID1027683,55704-78-4,NHKIYYMFGJBOTK-UHFFFAOYSA-N,"2,5-Dimethyl-1,4-dithiane-2,5-diol",CC1(O)CSC(C)(O)CS1,"InChI=1/C6H12O2S2/c1-5(7)3-10-6(2,8)4-9-5/h7-8H,3-4H2,1-2H3
",CC1(O)CSC(C)(O)CS1,C6H12O2S2
DTXSID7027209,DSSTox_Substance_Id,DTXSID7027209,"Octadecanoic acid, zinc salt",DTXCID707209,557-05-1,XOOUIPVCVHRTMJ-UHFFFAOYSA-L,Zinc dioctadecanoate,[Zn++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O,"InChI=1S/2C18H36O2.Zn/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*2-17H2,1H3,(H,19,20);/q;;+2/p-2
",CCCCCCCCCCCCCCCCCC(O)=O,C36H70O4Zn
DTXSID9063950,DSSTox_Substance_Id,DTXSID9063950,"Piperidine, 4-chloro-1-methyl-",DTXCID4041947,5570-77-4,MYGXGCCFTPKWIH-UHFFFAOYSA-N,4-Chloro-1-methylpiperidine,CN1CCC(Cl)CC1,"InChI=1S/C6H12ClN/c1-8-4-2-6(7)3-5-8/h6H,2-5H2,1H3
",CN1CCC(Cl)CC1,C6H12ClN
DTXSID70873147,DSSTox_Substance_Id,DTXSID70873147,"Phenol, tert-​Bu Et iso-​Pr Me derivs., polymers with sulfur and sulfur chloride (S2Cl2)",,557091-14-2,,,,,,
DTXSID6024385,DSSTox_Substance_Id,DTXSID6024385,Zinc cyanide,DTXCID404385,557-21-1,GTLDTDOJJJZVBW-UHFFFAOYSA-N,Zinc dicyanide,[Zn++].[C-]#N.[C-]#N,"InChI=1S/2CN.Zn/c2*1-2;/q2*-1;+2
","C#N,[Zn++].[C-]#N.[C-]#N",C2N2Zn
DTXSID1045902,DSSTox_Substance_Id,DTXSID1045902,Salinomycin sodium,DTXCID9025902,55721-31-8,YPZYGIQXBGHDBH-UZHRAPRISA-M,"Sodium (2R)-2-{(2R,5S,6R)-6-[(2S,3S,4S,6R)-6-{(2S,5S,7R,9S,10S,12R,15R)-2-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-15-hydroxy-2,10,12-trimethyl-1,6,8-trioxadispiro[4.1.5~7~.3~5~]pentadec-13-en
-9-yl}-3-hydroxy-4-methyl-5-oxooctan-2-yl]-5-methyloxan-2-yl}butanoate",[Na+].CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@H]3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C([O-])=O,"InChI=1S/C42H70O11.Na/c1-11-29(38(46)47)31-15-14-23(4)36(50-31)27(8)34(44)26(7)35(45)30(12-2)37-24(5)22-25(6)41(51-37)19-16-32(43)42(53-41)21-20-39(10,52-42)33-17-18-40(48,13-3)28(9)49-33;/h16,19,23-34,36-37,43-44,48H,11-15,17-18,20-22H2,1-10H3,(H,46,47);/q;+1/p-1/t23-,24-,25+,26-,27-,28-,29+,30-,31+,32+,33+,34+,36+,37-,39-,40+,41-,42-;/m0./s1
",CCC(C1CCC(C)C(O1)C(C)C(O)C(C)C(=O)C(CC)C1OC2(OC3(CCC(C)(O3)C3CCC(O)(CC)C(C)O3)C(O)C=C2)C(C)CC1C)C(O)=O,C42H69NaO11
DTXSID10890510,DSSTox_Substance_Id,DTXSID10890510,"Propanoic acid, zinc salt (2:1)",DTXCID301030447,557-28-8,XDWXRAYGALQIFG-UHFFFAOYSA-L,Zinc dipropanoate,[Zn++].CCC([O-])=O.CCC([O-])=O,"InChI=1S/2C3H6O2.Zn/c2*1-2-3(4)5;/h2*2H2,1H3,(H,4,5);/q;;+2/p-2
",CCC(O)=O,C6H10O4Zn
DTXSID8038770,DSSTox_Substance_Id,DTXSID8038770,Zinc acetate,DTXCID6018770,557-34-6,DJWUNCQRNNEAKC-UHFFFAOYSA-L,Zinc diacetate,[Zn++].CC([O-])=O.CC([O-])=O,"InChI=1S/2C2H4O2.Zn/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2
",CC(O)=O,C4H6O4Zn
DTXSID70204316,DSSTox_Substance_Id,DTXSID70204316,"2,5-Dimethyl-3-thioisovalerylfuran",DTXCID70126807,55764-28-8,XFNLWIPNTYNNJX-UHFFFAOYSA-N,"S-(2,5-Dimethylfuran-3-yl) 3-methylbutanethioate",CC(C)CC(=O)SC1=C(C)OC(C)=C1,"InChI=1S/C11H16O2S/c1-7(2)5-11(12)14-10-6-8(3)13-9(10)4/h6-7H,5H2,1-4H3
",CC(C)CC(=O)SC1=C(C)OC(C)=C1,C11H16O2S
DTXSID80971143,DSSTox_Substance_Id,DTXSID80971143,Ethyl hydrogen (4-methylbenzene-1-sulfonyl)carbonimidate,DTXCID901398659,5577-13-9,DFWQXANLGSXMKF-UHFFFAOYSA-N,Ethyl hydrogen (4-methylbenzene-1-sulfonyl)carbonimidate,CCOC(O)=NS(=O)(=O)C1=CC=C(C)C=C1,"InChI=1S/C10H13NO4S/c1-3-15-10(12)11-16(13,14)9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3,(H,11,12)
",CCOC(O)=NS(=O)(=O)C1=CC=C(C)C=C1,C10H13NO4S
DTXSID70971157,DSSTox_Substance_Id,DTXSID70971157,Dichloro(cyclohexyl)methylsilane,DTXCID901398673,5578-42-7,YUYHCACQLHNZLS-UHFFFAOYSA-N,Dichloro(cyclohexyl)methylsilane,C[Si](Cl)(Cl)C1CCCCC1,"InChI=1S/C7H14Cl2Si/c1-10(8,9)7-5-3-2-4-6-7/h7H,2-6H2,1H3
",C[Si](Cl)(Cl)C1CCCCC1,C7H14Cl2Si
DTXSID40863570,DSSTox_Substance_Id,DTXSID40863570,"Benzamide, 3,3'-[(2-chloro-5-methyl-1,4-phenylene)bis[imino(1-acetyl-2-oxo-2,1-ethanediyl)-2,1-diazenediyl]]bis[4-chloro-N-(3-chloro-2-methylphenyl)-",DTXCID40812169,5580-57-4,PFTIMORLWNOYIQ-UHFFFAOYSA-N,"3,3'-{(2-Chloro-5-methyl-1,4-phenylene)bis[azanediyl(1,3-dioxobutane-1,2-diyl)diazene-2,1-diyl]}bis[4-chloro-N-(3-chloro-2-methylphenyl)benzamide]",CC(=O)C(N=NC1=CC(=CC=C1Cl)C(=O)NC1=CC=CC(Cl)=C1C)C(=O)NC1=CC(Cl)=C(NC(=O)C(N=NC2=CC(=CC=C2Cl)C(=O)NC2=CC=CC(Cl)=C2C)C(C)=O)C=C1C,"InChI=1/C43H35Cl5N8O6/c1-20-16-35(52-43(62)39(24(5)58)56-54-37-18-26(13-15-30(37)47)41(60)50-33-11-7-9-28(45)22(33)3)31(48)19-34(20)51-42(61)38(23(4)57)55-53-36-17-25(12-14-29(36)46)40(59)49-32-10-6-8-27(44)21(32)2/h6-19,38-39H,1-5H3,(H,49,59)(H,50,60)(H,51,61)(H,52,62)
",CC(=O)C(N=NC1=CC(=CC=C1Cl)C(=O)NC1=CC=CC(Cl)=C1C)C(=O)NC1=CC(Cl)=C(NC(=O)C(N=NC2=CC(=CC=C2Cl)C(=O)NC2=CC=CC(Cl)=C2C)C(C)=O)C=C1C,C43H35Cl5N8O6
DTXSID30884173,DSSTox_Substance_Id,DTXSID30884173,"Benzamide, 3,3'-[(2,5-dichloro-1,4-phenylene)bis[imino(1-acetyl-2-oxo-2,1-ethanediyl)-2,1-diazenediyl]]bis[4-chloro-N-(5-chloro-2-methylphenyl)-",DTXCID201023635,5580-58-5,ADHAFJLXGIAZAN-UHFFFAOYSA-N,"3,3'-{(2,5-Dichloro-1,4-phenylene)bis[azanediyl(1,3-dioxobutane-1,2-diyl)diazene-2,1-diyl]}bis[4-chloro-N-(5-chloro-2-methylphenyl)benzamide]",CC(=O)C(N=NC1=C(Cl)C=CC(=C1)C(=O)NC1=CC(Cl)=CC=C1C)C(=O)NC1=CC(Cl)=C(NC(=O)C(N=NC2=C(Cl)C=CC(=C2)C(=O)NC2=CC(Cl)=CC=C2C)C(C)=O)C=C1Cl,"InChI=1/C42H32Cl6N8O6/c1-19-5-9-25(43)15-31(19)49-39(59)23-7-11-27(45)35(13-23)53-55-37(21(3)57)41(61)51-33-17-30(48)34(18-29(33)47)52-42(62)38(22(4)58)56-54-36-14-24(8-12-28(36)46)40(60)50-32-16-26(44)10-6-20(32)2/h5-18,37-38H,1-4H3,(H,49,59)(H,50,60)(H,51,61)(H,52,62)
",CC(=O)C(N=NC1=C(Cl)C=CC(=C1)C(=O)NC1=CC(Cl)=CC=C1C)C(=O)NC1=CC(Cl)=C(NC(=O)C(N=NC2=C(Cl)C=CC(=C2)C(=O)NC2=CC(Cl)=CC=C2C)C(C)=O)C=C1Cl,C42H32Cl6N8O6
DTXSID501011994,DSSTox_Substance_Id,DTXSID501011994,"Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane, 2-propenoate",,55818-57-0,,,,,,
DTXSID4052219,DSSTox_Substance_Id,DTXSID4052219,"3,3'-(1,4-Phenylenediimino)bis(4,5,6,7-tetrachloro-1H-isoindol-1-one)",DTXCID0030790,5590-18-1,QRFIXNBFUBOBTH-UHFFFAOYSA-N,"3,3'-[1,4-Phenylenebis(azanediyl)]bis(4,5,6,7-tetrachloro-1H-isoindol-1-one)",ClC1=C2C(=O)N=C(NC3=CC=C(NC4=NC(=O)C5=C4C(Cl)=C(Cl)C(Cl)=C5Cl)C=C3)C2=C(Cl)C(Cl)=C1Cl,"InChI=1S/C22H6Cl8N4O2/c23-11-7-9(13(25)17(29)15(11)27)21(35)33-19(7)31-5-1-2-6(4-3-5)32-20-8-10(22(36)34-20)14(26)18(30)16(28)12(8)24/h1-4H,(H,31,33,35)(H,32,34,36)
",ClC1=C2C(=O)N=C(NC3=CC=C(NC4=NC(=O)C5=C4C(Cl)=C(Cl)C(Cl)=C5Cl)C=C3)C2=C(Cl)C(Cl)=C1Cl,C22H6Cl8N4O2
DTXSID8042503,DSSTox_Substance_Id,DTXSID8042503,Tripropylene glycol butyl ether,DTXCID6022503,55934-93-5,RNFAKTRFMQEEQE-UHFFFAOYSA-N,1-[2-(1-Butoxypropoxy)propoxy]propan-1-ol,CCCCOC(CC)OC(C)COC(O)CC,"InChI=1/C13H28O4/c1-5-8-9-15-13(7-3)17-11(4)10-16-12(14)6-2/h11-14H,5-10H2,1-4H3
",CCCCOC(CC)OC(C)COC(O)CC,C13H28O4
DTXSID6041262,DSSTox_Substance_Id,DTXSID6041262,Titanium(IV) n-butoxide,DTXCID4021262,5593-70-4,YHWCPXVTRSHPNY-UHFFFAOYSA-N,Titanium(4+) tetrabutan-1-olate,[Ti+4].CCCC[O-].CCCC[O-].CCCC[O-].CCCC[O-],"InChI=1S/4C4H9O.Ti/c4*1-2-3-4-5;/h4*2-4H2,1H3;/q4*-1;+4
",CCCCO,C16H36O4Ti
DTXSID4044246,DSSTox_Substance_Id,DTXSID4044246,Bio-Perge,,55965-84-9,,,,,,
DTXSID3020910,DSSTox_Substance_Id,DTXSID3020910,Busulfan,DTXCID10910,55-98-1,COVZYZSDYWQREU-UHFFFAOYSA-N,"Butane-1,4-diyl dimethanesulfonate",CS(=O)(=O)OCCCCOS(C)(=O)=O,"InChI=1S/C6H14O6S2/c1-13(7,8)11-5-3-4-6-12-14(2,9)10/h3-6H2,1-2H3
",CS(=O)(=O)OCCCCOS(C)(=O)=O,C6H14O6S2
DTXSID6032352,DSSTox_Substance_Id,DTXSID6032352,Chlorpyrifos-methyl,DTXCID4012352,5598-13-0,HRBKVYFZANMGRE-UHFFFAOYSA-N,"O,O-Dimethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,"InChI=1S/C7H7Cl3NO3PS/c1-12-15(16,13-2)14-7-5(9)3-4(8)6(10)11-7/h3H,1-2H3
",COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,C7H7Cl3NO3PS
DTXSID1040245,DSSTox_Substance_Id,DTXSID1040245,Sucralose,DTXCID9020245,56038-13-2,BAQAVOSOZGMPRM-QBMZZYIRSA-N,"1,6-Dichloro-1,6-dideoxy-beta-D-fructofuranosyl 4-chloro-4-deoxy-alpha-D-galactopyranoside",OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,"InChI=1S/C12H19Cl3O8/c13-1-4-7(17)10(20)12(3-14,22-4)23-11-9(19)8(18)6(15)5(2-16)21-11/h4-11,16-20H,1-3H2/t4-,5-,6+,7-,8+,9-,10+,11-,12+/m1/s1
","OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl",C12H19Cl3O8
DTXSID2058128,DSSTox_Substance_Id,DTXSID2058128,Difenacoum,DTXCID5031896,56073-07-5,FVQITOLOYMWVFU-UHFFFAOYSA-N,"3-[3-([1,1'-Biphenyl]-4-yl)-1,2,3,4-tetrahydronaphthalen-1-yl]-4-hydroxy-2H-1-benzopyran-2-one",OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CC=C2)C(=O)OC2=CC=CC=C12,"InChI=1/C31H24O3/c32-30-26-12-6-7-13-28(26)34-31(33)29(30)27-19-24(18-23-10-4-5-11-25(23)27)22-16-14-21(15-17-22)20-8-2-1-3-9-20/h1-17,24,27,32H,18-19H2
",O=C1OC2=CC=CC=C2C(=O)C1C1CC(CC2=CC=CC=C12)C1=CC=C(C=C1)C1=CC=CC=C1,C31H24O3
DTXSID8047973,DSSTox_Substance_Id,DTXSID8047973,"4,4'-Propane-2,2-diylbis(2,6-dimethylphenol)",DTXCID4027949,5613-46-7,ODJUOZPKKHIEOZ-UHFFFAOYSA-N,"4,4'-(Propane-2,2-diyl)bis(2,6-dimethylphenol)",CC1=CC(=CC(C)=C1O)C(C)(C)C1=CC(C)=C(O)C(C)=C1,"InChI=1S/C19H24O2/c1-11-7-15(8-12(2)17(11)20)19(5,6)16-9-13(3)18(21)14(4)10-16/h7-10,20-21H,1-6H3
",CC1=CC(=CC(C)=C1O)C(C)(C)C1=CC(C)=C(O)C(C)=C1,C19H24O2
DTXSID00204642,DSSTox_Substance_Id,DTXSID00204642,"4,4'-Bis(dimethylamino)-4''-(methylamino)trityl alcohol",DTXCID30127133,561-41-1,MAGJOSJRYKEYAZ-UHFFFAOYSA-N,Bis[4-(dimethylamino)phenyl][4-(methylamino)phenyl]methanol,CNC1=CC=C(C=C1)C(O)(C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,"InChI=1S/C24H29N3O/c1-25-21-12-6-18(7-13-21)24(28,19-8-14-22(15-9-19)26(2)3)20-10-16-23(17-11-20)27(4)5/h6-17,25,28H,1-5H3
",CNC1=CC=C(C=C1)C(O)(C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,C24H29N3O
DTXSID2074958,DSSTox_Substance_Id,DTXSID2074958,"Cyclopentane, methoxy-",DTXCID1042023,5614-37-9,SKTCDJAMAYNROS-UHFFFAOYSA-N,Methoxycyclopentane,COC1CCCC1,"InChI=1S/C6H12O/c1-7-6-4-2-3-5-6/h6H,2-5H2,1H3
",COC1CCCC1,C6H12O
DTXSID0025440,DSSTox_Substance_Id,DTXSID0025440,Norspermidine,DTXCID505440,56-18-8,OTBHHUPVCYLGQO-UHFFFAOYSA-N,"N~1~-(3-Aminopropyl)propane-1,3-diamine",NCCCNCCCN,"InChI=1S/C6H17N3/c7-3-1-5-9-6-2-4-8/h9H,1-8H2
",NCCCNCCCN,C6H17N3
DTXSID50893989,DSSTox_Substance_Id,DTXSID50893989,Ergosine,DTXCID101324032,561-94-4,NESVMZOPWPCFAU-ZPRCMDFASA-N,"12'-Hydroxy-2'-methyl-5'alpha-(2-methylpropyl)-3',6',18-trioxoergotaman",[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,"InChI=1S/C30H37N5O5/c1-16(2)11-23-27(37)34-10-6-9-24(34)30(39)35(23)28(38)29(3,40-30)32-26(36)18-12-20-19-7-5-8-21-25(19)17(14-31-21)13-22(20)33(4)15-18/h5,7-8,12,14,16,18,22-24,31,39H,6,9-11,13,15H2,1-4H3,(H,32,36)/t18-,22-,23+,24+,29-,30+/m1/s1
","[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,CC(C)CC1N2C(=O)C(C)(NC(=O)C3CN(C)C4CC5=CNC6=C5C(=CC=C6)C4=C3)OC2(O)C2CCCN2C1=O",C30H37N5O5
DTXSID8020250,DSSTox_Substance_Id,DTXSID8020250,Carbon tetrachloride,DTXCID20250,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,Tetrachloromethane,ClC(Cl)(Cl)Cl,"InChI=1S/CCl4/c2-1(3,4)5
",ClC(Cl)(Cl)Cl,CCl4
